student_id,aspiration,skill,required_level,current_level
S0409,Entrepreneur,Research,88,64
S0409,Entrepreneur,Technical Skills,80,67
S0409,Doctor,Problem Solving,79,43
S0409,Doctor,Coding,84,59
S0409,Doctor,Critical Thinking,93,54
S0409,Doctor,Leadership,96,86
S0409,Doctor,Teamwork,75,40
S0409,Pilot,Technical Skills,71,70
S0409,Pilot,Coding,64,64
S0409,Pilot,Empathy,67,27
S0409,Pilot,Research,83,64
S0409,Pilot,Communication,79,60
S0409,Engineer,Coding,60,32
S0409,Engineer,Problem Solving,77,74
S0409,Engineer,Research,83,77
S0409,Engineer,Empathy,95,66
S0409,Engineer,Teamwork,60,48
S0410,Engineer,Communication,88,59
S0410,Engineer,Empathy,81,42
S0410,Engineer,Teamwork,99,96
S0410,Engineer,Technical Skills,68,46
S0410,Engineer,Leadership,76,36
S0410,Entrepreneur,Empathy,61,48
S0410,Entrepreneur,Coding,71,71
S0410,Entrepreneur,Creativity,77,71
S0410,Entrepreneur,Problem Solving,63,49
S0410,Entrepreneur,Critical Thinking,100,69
S0410,Artist,Communication,98,69
S0410,Artist,Coding,71,33
S0410,Artist,Teamwork,81,53
S0410,Artist,Critical Thinking,80,58
S0410,Artist,Research,67,58
S0410,Data Scientist,Leadership,63,32
S0410,Data Scientist,Creativity,98,71
S0410,Data Scientist,Research,73,60
S0410,Data Scientist,Critical Thinking,61,50
S0410,Data Scientist,Technical Skills,70,48
S0410,Pilot,Teamwork,94,55
S0410,Pilot,Research,99,88
S0410,Pilot,Leadership,67,57
S0410,Pilot,Creativity,91,73
S0410,Pilot,Coding,86,76
S0411,Scientist,Teamwork,96,74
S0411,Scientist,Creativity,95,84
S0411,Scientist,Coding,100,61
S0411,Scientist,Communication,83,58
S0411,Scientist,Leadership,82,57
S0411,Artist,Communication,80,42
S0411,Artist,Teamwork,62,25
S0411,Artist,Empathy,96,77
S0411,Artist,Problem Solving,79,75
S0411,Artist,Technical Skills,79,48
S0411,Doctor,Technical Skills,88,53
S0411,Doctor,Creativity,71,49
S0411,Doctor,Research,86,68
S0411,Doctor,Coding,92,70
S0411,Doctor,Teamwork,94,67
S0411,Teacher,Problem Solving,82,62
S0411,Teacher,Research,91,60
S0411,Teacher,Leadership,60,40
S0411,Teacher,Creativity,67,32
S0411,Teacher,Empathy,86,63
S0411,Lawyer,Critical Thinking,97,71
S0411,Lawyer,Leadership,77,56
S0411,Lawyer,Research,64,58
S0411,Lawyer,Problem Solving,83,46
S0411,Lawyer,Technical Skills,60,40
S0412,Engineer,Empathy,89,89
S0412,Engineer,Communication,79,69
S0412,Engineer,Technical Skills,87,71
S0412,Engineer,Creativity,84,45
S0412,Engineer,Problem Solving,91,52
S0412,Data Scientist,Technical Skills,85,59
S0412,Data Scientist,Critical Thinking,60,20
S0412,Data Scientist,Coding,84,70
S0412,Data Scientist,Leadership,92,81
S0412,Data Scientist,Communication,92,69
S0412,Scientist,Critical Thinking,89,68
S0412,Scientist,Problem Solving,60,20
S0412,Scientist,Teamwork,100,90
S0412,Scientist,Creativity,61,21
S0412,Scientist,Research,99,89
S0412,Pilot,Communication,74,39
S0412,Pilot,Technical Skills,60,49
S0412,Pilot,Empathy,97,79
S0412,Pilot,Critical Thinking,76,52
S0412,Pilot,Teamwork,68,37
S0412,Entrepreneur,Leadership,78,46
S0412,Entrepreneur,Creativity,89,73
S0412,Entrepreneur,Technical Skills,97,67
S0412,Entrepreneur,Research,100,95
S0412,Entrepreneur,Critical Thinking,80,74
S0413,Teacher,Communication,98,83
S0413,Teacher,Technical Skills,94,74
S0413,Teacher,Problem Solving,74,34
S0413,Teacher,Empathy,74,53
S0413,Teacher,Research,92,74
S0413,Doctor,Empathy,74,52
S0413,Doctor,Teamwork,98,77
S0413,Doctor,Leadership,69,61
S0413,Doctor,Problem Solving,95,65
S0413,Doctor,Communication,80,75
S0413,Artist,Communication,65,34
S0413,Artist,Critical Thinking,79,43
S0413,Artist,Coding,89,74
S0413,Artist,Research,64,57
S0413,Artist,Problem Solving,65,47
S0413,Engineer,Empathy,61,25
S0413,Engineer,Leadership,94,55
S0413,Engineer,Creativity,66,63
S0413,Engineer,Teamwork,80,80
S0413,Engineer,Research,78,58
S0413,Scientist,Empathy,88,71
S0413,Scientist,Leadership,63,62
S0413,Scientist,Teamwork,83,44
S0413,Scientist,Problem Solving,91,68
S0413,Scientist,Technical Skills,93,80
S0414,Teacher,Problem Solving,77,67
S0414,Teacher,Empathy,65,64
S0414,Teacher,Technical Skills,79,69
S0414,Teacher,Coding,61,29
S0414,Teacher,Research,78,73
S0414,Doctor,Coding,96,94
S0414,Doctor,Communication,89,54
S0414,Doctor,Leadership,88,77
S0414,Doctor,Empathy,80,59
S0414,Doctor,Research,62,39
S0414,Pilot,Problem Solving,63,27
S0414,Pilot,Teamwork,73,44
S0414,Pilot,Technical Skills,83,55
S0414,Pilot,Critical Thinking,89,89
S0414,Pilot,Empathy,88,51
S0414,Lawyer,Leadership,87,50
S0414,Lawyer,Critical Thinking,77,70
S0414,Lawyer,Empathy,73,50
S0414,Lawyer,Coding,66,56
S0414,Lawyer,Technical Skills,94,78
S0414,Scientist,Coding,80,57
S0414,Scientist,Creativity,97,74
S0414,Scientist,Leadership,94,84
S0414,Scientist,Research,91,62
S0414,Scientist,Problem Solving,63,37
S0415,Engineer,Empathy,67,44
S0415,Engineer,Communication,84,48
S0415,Engineer,Coding,76,38
S0415,Engineer,Creativity,61,34
S0415,Engineer,Problem Solving,61,28
S0415,Lawyer,Communication,60,50
S0415,Lawyer,Research,74,52
S0415,Lawyer,Leadership,64,56
S0415,Lawyer,Critical Thinking,61,22
S0415,Lawyer,Coding,76,53
S0415,Teacher,Empathy,73,57
S0415,Teacher,Leadership,98,82
S0415,Teacher,Teamwork,72,37
S0415,Teacher,Communication,82,42
S0415,Teacher,Creativity,87,75
S0415,Scientist,Creativity,77,40
S0415,Scientist,Research,65,50
S0415,Scientist,Technical Skills,94,64
S0415,Scientist,Problem Solving,93,62
S0415,Scientist,Leadership,60,53
S0415,Data Scientist,Coding,65,58
S0415,Data Scientist,Empathy,74,60
S0415,Data Scientist,Teamwork,90,51
S0415,Data Scientist,Technical Skills,80,70
S0415,Data Scientist,Leadership,73,61
S0416,Teacher,Teamwork,65,25
S0416,Teacher,Problem Solving,88,88
S0416,Teacher,Creativity,89,83
S0416,Teacher,Empathy,69,38
S0416,Teacher,Communication,92,61
S0416,Data Scientist,Empathy,92,61
S0416,Data Scientist,Leadership,99,97
S0416,Data Scientist,Creativity,92,88
S0416,Data Scientist,Teamwork,72,61
S0416,Data Scientist,Technical Skills,71,68
S0416,Lawyer,Coding,78,45
S0416,Lawyer,Communication,78,63
S0416,Lawyer,Empathy,80,73
S0416,Lawyer,Critical Thinking,98,67
S0416,Lawyer,Research,92,57
S0416,Doctor,Teamwork,90,83
S0416,Doctor,Leadership,62,44
S0416,Doctor,Problem Solving,69,48
S0416,Doctor,Research,99,62
S0416,Doctor,Communication,61,61
S0416,Writer,Communication,77,71
S0416,Writer,Coding,91,89
S0416,Writer,Problem Solving,67,33
S0416,Writer,Teamwork,74,34
S0416,Writer,Leadership,66,51
S0417,Pilot,Research,62,48
S0417,Pilot,Empathy,63,42
S0417,Pilot,Problem Solving,90,54
S0417,Pilot,Teamwork,70,49
S0417,Pilot,Communication,100,95
S0417,Entrepreneur,Research,93,86
S0417,Entrepreneur,Creativity,74,48
S0417,Entrepreneur,Coding,92,82
S0417,Entrepreneur,Teamwork,70,67
S0417,Entrepreneur,Communication,65,25
S0417,Engineer,Technical Skills,95,72
S0417,Engineer,Communication,78,53
S0417,Engineer,Research,71,66
S0417,Engineer,Problem Solving,65,41
S0417,Engineer,Creativity,88,88
S0417,Data Scientist,Critical Thinking,68,62
S0417,Data Scientist,Leadership,68,51
S0417,Data Scientist,Communication,60,31
S0417,Data Scientist,Empathy,84,57
S0417,Data Scientist,Problem Solving,78,38
S0417,Teacher,Technical Skills,68,61
S0417,Teacher,Creativity,75,54
S0417,Teacher,Leadership,62,22
S0417,Teacher,Teamwork,66,60
S0417,Teacher,Problem Solving,75,58
S0418,Scientist,Problem Solving,68,32
S0418,Scientist,Leadership,65,32
S0418,Scientist,Technical Skills,78,46
S0418,Scientist,Critical Thinking,97,60
S0418,Scientist,Empathy,76,54
S0418,Teacher,Problem Solving,78,49
S0418,Teacher,Empathy,69,66
S0418,Teacher,Research,78,47
S0418,Teacher,Teamwork,76,57
S0418,Teacher,Communication,68,62
S0418,Writer,Research,76,39
S0418,Writer,Technical Skills,60,44
S0418,Writer,Leadership,84,64
S0418,Writer,Teamwork,66,48
S0418,Writer,Problem Solving,79,63
S0418,Pilot,Problem Solving,93,89
S0418,Pilot,Leadership,78,58
S0418,Pilot,Technical Skills,70,50
S0418,Pilot,Creativity,68,36
S0418,Pilot,Communication,92,58
S0418,Entrepreneur,Leadership,95,56
S0418,Entrepreneur,Problem Solving,74,73
S0418,Entrepreneur,Empathy,76,61
S0418,Entrepreneur,Communication,65,35
S0418,Entrepreneur,Critical Thinking,95,77
S0419,Writer,Communication,74,47
S0419,Writer,Teamwork,98,59
S0419,Writer,Creativity,91,70
S0419,Writer,Problem Solving,76,43
S0419,Writer,Critical Thinking,74,35
S0419,Scientist,Creativity,88,81
S0419,Scientist,Research,83,67
S0419,Scientist,Coding,69,59
S0419,Scientist,Empathy,76,69
S0419,Scientist,Teamwork,70,50
S0419,Artist,Critical Thinking,71,53
S0419,Artist,Creativity,90,82
S0419,Artist,Coding,71,57
S0419,Artist,Communication,89,80
S0419,Artist,Empathy,62,34
S0419,Pilot,Problem Solving,90,87
S0419,Pilot,Teamwork,63,36
S0419,Pilot,Research,75,65
S0419,Pilot,Communication,75,37
S0419,Pilot,Coding,98,63
S0419,Doctor,Coding,83,73
S0419,Doctor,Research,66,66
S0419,Doctor,Empathy,93,72
S0419,Doctor,Teamwork,93,81
S0419,Doctor,Leadership,100,71
S0420,Scientist,Technical Skills,70,65
S0420,Scientist,Empathy,93,55
S0420,Scientist,Communication,77,54
S0420,Scientist,Creativity,66,63
S0420,Scientist,Teamwork,95,62
S0420,Lawyer,Technical Skills,66,28
S0420,Lawyer,Coding,99,82
S0420,Lawyer,Teamwork,71,36
S0420,Lawyer,Problem Solving,67,36
S0420,Lawyer,Critical Thinking,95,80
S0420,Artist,Problem Solving,72,60
S0420,Artist,Communication,97,77
S0420,Artist,Critical Thinking,81,69
S0420,Artist,Creativity,79,67
S0420,Artist,Coding,72,54
S0420,Engineer,Empathy,88,80
S0420,Engineer,Research,100,100
S0420,Engineer,Teamwork,77,74
S0420,Engineer,Leadership,96,83
S0420,Engineer,Problem Solving,71,53
S0420,Data Scientist,Communication,62,61
S0420,Data Scientist,Problem Solving,99,94
S0420,Data Scientist,Creativity,89,75
S0420,Data Scientist,Leadership,67,43
S0420,Data Scientist,Technical Skills,72,58
S0421,Artist,Communication,93,62
S0421,Artist,Problem Solving,70,51
S0421,Artist,Creativity,76,46
S0421,Artist,Critical Thinking,92,77
S0421,Artist,Technical Skills,96,95
S0421,Data Scientist,Research,83,52
S0421,Data Scientist,Teamwork,99,65
S0421,Data Scientist,Communication,97,70
S0421,Data Scientist,Critical Thinking,98,94
S0421,Data Scientist,Coding,63,54
S0421,Teacher,Problem Solving,77,59
S0421,Teacher,Teamwork,99,76
S0421,Teacher,Communication,71,69
S0421,Teacher,Creativity,88,64
S0421,Teacher,Coding,96,59
S0421,Writer,Teamwork,73,68
S0421,Writer,Technical Skills,65,29
S0421,Writer,Communication,89,58
S0421,Writer,Leadership,92,56
S0421,Writer,Problem Solving,82,76
S0421,Pilot,Leadership,66,32
S0421,Pilot,Empathy,63,60
S0421,Pilot,Technical Skills,83,66
S0421,Pilot,Coding,78,77
S0421,Pilot,Critical Thinking,69,40
S0422,Teacher,Research,68,54
S0422,Teacher,Leadership,66,42
S0422,Teacher,Critical Thinking,68,47
S0422,Teacher,Empathy,90,67
S0422,Teacher,Technical Skills,65,64
S0422,Pilot,Critical Thinking,94,72
S0422,Pilot,Empathy,90,71
S0422,Pilot,Creativity,75,38
S0422,Pilot,Research,90,75
S0422,Pilot,Leadership,95,78
S0422,Writer,Research,92,88
S0422,Writer,Teamwork,84,70
S0422,Writer,Problem Solving,63,52
S0422,Writer,Leadership,66,55
S0422,Writer,Communication,97,93
S0422,Artist,Coding,90,82
S0422,Artist,Communication,81,74
S0422,Artist,Creativity,65,57
S0422,Artist,Research,98,65
S0422,Artist,Teamwork,62,49
S0422,Lawyer,Teamwork,74,46
S0422,Lawyer,Critical Thinking,61,38
S0422,Lawyer,Communication,62,38
S0422,Lawyer,Creativity,89,71
S0422,Lawyer,Empathy,95,84
S0423,Engineer,Technical Skills,80,62
S0423,Engineer,Communication,85,64
S0423,Engineer,Coding,77,46
S0423,Engineer,Problem Solving,84,70
S0423,Engineer,Teamwork,64,37
S0423,Scientist,Empathy,98,95
S0423,Scientist,Teamwork,73,49
S0423,Scientist,Problem Solving,81,67
S0423,Scientist,Communication,82,64
S0423,Scientist,Leadership,70,57
S0423,Doctor,Research,88,64
S0423,Doctor,Communication,68,58
S0423,Doctor,Problem Solving,86,56
S0423,Doctor,Creativity,84,80
S0423,Doctor,Leadership,91,72
S0423,Teacher,Research,81,71
S0423,Teacher,Critical Thinking,69,51
S0423,Teacher,Problem Solving,70,68
S0423,Teacher,Leadership,83,45
S0423,Teacher,Communication,87,71
S0423,Writer,Communication,94,91
S0423,Writer,Technical Skills,84,67
S0423,Writer,Problem Solving,74,44
S0423,Writer,Research,65,26
S0423,Writer,Creativity,85,83
S0424,Artist,Creativity,66,39
S0424,Artist,Problem Solving,62,55
S0424,Artist,Research,82,58
S0424,Artist,Teamwork,81,66
S0424,Artist,Critical Thinking,96,58
S0424,Writer,Technical Skills,100,80
S0424,Writer,Communication,77,66
S0424,Writer,Teamwork,76,76
S0424,Writer,Critical Thinking,65,43
S0424,Writer,Empathy,61,45
S0424,Doctor,Creativity,86,51
S0424,Doctor,Research,61,28
S0424,Doctor,Critical Thinking,92,77
S0424,Doctor,Technical Skills,81,48
S0424,Doctor,Problem Solving,83,61
S0424,Teacher,Coding,76,36
S0424,Teacher,Creativity,95,67
S0424,Teacher,Leadership,83,44
S0424,Teacher,Communication,88,52
S0424,Teacher,Research,96,66
S0424,Pilot,Problem Solving,70,30
S0424,Pilot,Communication,97,94
S0424,Pilot,Technical Skills,79,66
S0424,Pilot,Research,84,51
S0424,Pilot,Coding,70,40
S0425,Pilot,Technical Skills,93,73
S0425,Pilot,Leadership,63,35
S0425,Pilot,Problem Solving,93,66
S0425,Pilot,Research,90,79
S0425,Pilot,Creativity,80,66
S0425,Engineer,Critical Thinking,60,26
S0425,Engineer,Coding,85,57
S0425,Engineer,Teamwork,93,55
S0425,Engineer,Communication,76,53
S0425,Engineer,Problem Solving,66,60
S0425,Writer,Empathy,86,56
S0425,Writer,Creativity,64,28
S0425,Writer,Communication,99,62
S0425,Writer,Leadership,69,40
S0425,Writer,Research,81,71
S0425,Lawyer,Creativity,69,30
S0425,Lawyer,Research,83,44
S0425,Lawyer,Teamwork,84,72
S0425,Lawyer,Critical Thinking,80,76
S0425,Lawyer,Leadership,95,64
S0425,Entrepreneur,Technical Skills,71,69
S0425,Entrepreneur,Research,96,81
S0425,Entrepreneur,Critical Thinking,84,80
S0425,Entrepreneur,Communication,74,34
S0425,Entrepreneur,Teamwork,61,57
S0426,Doctor,Problem Solving,99,69
S0426,Doctor,Empathy,70,34
S0426,Doctor,Leadership,78,74
S0426,Doctor,Communication,63,50
S0426,Doctor,Critical Thinking,87,56
S0426,Lawyer,Technical Skills,74,65
S0426,Lawyer,Coding,93,56
S0426,Lawyer,Critical Thinking,77,75
S0426,Lawyer,Creativity,64,59
S0426,Lawyer,Problem Solving,89,85
S0426,Data Scientist,Creativity,61,22
S0426,Data Scientist,Critical Thinking,89,83
S0426,Data Scientist,Empathy,93,77
S0426,Data Scientist,Technical Skills,86,57
S0426,Data Scientist,Research,97,94
S0426,Artist,Coding,74,44
S0426,Artist,Research,73,33
S0426,Artist,Empathy,66,40
S0426,Artist,Leadership,96,87
S0426,Artist,Technical Skills,88,66
S0426,Pilot,Empathy,63,58
S0426,Pilot,Communication,62,61
S0426,Pilot,Research,85,45
S0426,Pilot,Coding,98,70
S0426,Pilot,Creativity,90,72
S0427,Scientist,Critical Thinking,92,79
S0427,Scientist,Empathy,68,45
S0427,Scientist,Research,100,75
S0427,Scientist,Coding,84,80
S0427,Scientist,Leadership,94,94
S0427,Artist,Leadership,75,46
S0427,Artist,Teamwork,62,62
S0427,Artist,Critical Thinking,91,88
S0427,Artist,Problem Solving,61,55
S0427,Artist,Communication,60,51
S0427,Writer,Communication,85,50
S0427,Writer,Empathy,73,34
S0427,Writer,Teamwork,62,42
S0427,Writer,Research,66,64
S0427,Writer,Technical Skills,67,63
S0427,Data Scientist,Coding,77,40
S0427,Data Scientist,Teamwork,67,67
S0427,Data Scientist,Leadership,84,55
S0427,Data Scientist,Problem Solving,87,48
S0427,Data Scientist,Empathy,93,63
S0427,Engineer,Teamwork,79,74
S0427,Engineer,Critical Thinking,65,38
S0427,Engineer,Empathy,74,63
S0427,Engineer,Communication,95,86
S0427,Engineer,Problem Solving,69,46
S0428,Entrepreneur,Teamwork,97,76
S0428,Entrepreneur,Leadership,92,52
S0428,Entrepreneur,Problem Solving,84,77
S0428,Entrepreneur,Coding,87,59
S0428,Entrepreneur,Empathy,69,63
S0428,Teacher,Teamwork,80,64
S0428,Teacher,Research,79,41
S0428,Teacher,Critical Thinking,84,64
S0428,Teacher,Leadership,80,78
S0428,Teacher,Empathy,70,53
S0428,Artist,Communication,100,67
S0428,Artist,Teamwork,63,42
S0428,Artist,Empathy,89,67
S0428,Artist,Research,99,78
S0428,Artist,Leadership,60,50
S0428,Lawyer,Problem Solving,86,73
S0428,Lawyer,Communication,75,52
S0428,Lawyer,Empathy,71,57
S0428,Lawyer,Technical Skills,67,38
S0428,Lawyer,Teamwork,100,80
S0428,Engineer,Problem Solving,72,63
S0428,Engineer,Coding,60,51
S0428,Engineer,Research,61,36
S0428,Engineer,Creativity,65,52
S0428,Engineer,Critical Thinking,99,59
S0429,Artist,Communication,86,58
S0429,Artist,Critical Thinking,87,58
S0429,Artist,Creativity,77,58
S0429,Artist,Coding,93,83
S0429,Artist,Problem Solving,71,39
S0429,Engineer,Research,99,96
S0429,Engineer,Coding,62,43
S0429,Engineer,Critical Thinking,99,72
S0429,Engineer,Creativity,74,72
S0429,Engineer,Teamwork,97,73
S0429,Lawyer,Leadership,71,35
S0429,Lawyer,Empathy,84,82
S0429,Lawyer,Research,100,90
S0429,Lawyer,Coding,98,71
S0429,Lawyer,Creativity,79,40
S0429,Entrepreneur,Empathy,91,84
S0429,Entrepreneur,Teamwork,86,67
S0429,Entrepreneur,Critical Thinking,98,78
S0429,Entrepreneur,Communication,76,56
S0429,Entrepreneur,Technical Skills,100,68
S0429,Pilot,Problem Solving,89,82
S0429,Pilot,Empathy,75,35
S0429,Pilot,Leadership,88,81
S0429,Pilot,Communication,82,70
S0429,Pilot,Creativity,76,66
S0430,Data Scientist,Research,93,64
S0430,Data Scientist,Coding,73,64
S0430,Data Scientist,Creativity,71,42
S0430,Data Scientist,Technical Skills,84,57
S0430,Data Scientist,Teamwork,80,64
S0430,Entrepreneur,Coding,98,80
S0430,Entrepreneur,Problem Solving,87,68
S0430,Entrepreneur,Communication,81,41
S0430,Entrepreneur,Creativity,77,74
S0430,Entrepreneur,Research,72,71
S0430,Pilot,Critical Thinking,74,50
S0430,Pilot,Communication,86,66
S0430,Pilot,Teamwork,96,78
S0430,Pilot,Leadership,82,70
S0430,Pilot,Coding,95,60
S0430,Doctor,Communication,81,66
S0430,Doctor,Creativity,73,51
S0430,Doctor,Empathy,84,58
S0430,Doctor,Teamwork,92,82
S0430,Doctor,Research,68,35
S0430,Teacher,Empathy,83,64
S0430,Teacher,Leadership,98,58
S0430,Teacher,Technical Skills,69,69
S0430,Teacher,Coding,74,35
S0430,Teacher,Creativity,95,95
S0431,Data Scientist,Teamwork,89,49
S0431,Data Scientist,Creativity,85,81
S0431,Data Scientist,Coding,99,95
S0431,Data Scientist,Leadership,83,54
S0431,Data Scientist,Technical Skills,90,90
S0431,Entrepreneur,Teamwork,82,49
S0431,Entrepreneur,Problem Solving,66,26
S0431,Entrepreneur,Empathy,84,75
S0431,Entrepreneur,Critical Thinking,73,69
S0431,Entrepreneur,Leadership,82,67
S0431,Pilot,Empathy,67,45
S0431,Pilot,Problem Solving,94,65
S0431,Pilot,Communication,85,64
S0431,Pilot,Coding,62,26
S0431,Pilot,Critical Thinking,64,40
S0431,Teacher,Creativity,88,50
S0431,Teacher,Research,68,61
S0431,Teacher,Technical Skills,83,79
S0431,Teacher,Critical Thinking,62,24
S0431,Teacher,Communication,95,90
S0431,Engineer,Critical Thinking,60,58
S0431,Engineer,Empathy,68,39
S0431,Engineer,Problem Solving,91,77
S0431,Engineer,Communication,68,68
S0431,Engineer,Teamwork,84,63
S0432,Artist,Leadership,86,46
S0432,Artist,Problem Solving,72,37
S0432,Artist,Communication,60,20
S0432,Artist,Creativity,93,82
S0432,Artist,Technical Skills,84,72
S0432,Teacher,Communication,74,68
S0432,Teacher,Leadership,65,46
S0432,Teacher,Research,75,70
S0432,Teacher,Creativity,63,34
S0432,Teacher,Technical Skills,81,67
S0432,Doctor,Empathy,66,49
S0432,Doctor,Coding,71,44
S0432,Doctor,Research,78,70
S0432,Doctor,Critical Thinking,97,83
S0432,Doctor,Communication,61,37
S0432,Entrepreneur,Problem Solving,92,80
S0432,Entrepreneur,Leadership,92,88
S0432,Entrepreneur,Teamwork,86,55
S0432,Entrepreneur,Communication,79,71
S0432,Entrepreneur,Research,94,56
S0432,Engineer,Technical Skills,78,48
S0432,Engineer,Problem Solving,76,61
S0432,Engineer,Critical Thinking,95,58
S0432,Engineer,Communication,78,47
S0432,Engineer,Coding,81,73
S0433,Data Scientist,Coding,81,43
S0433,Data Scientist,Research,89,53
S0433,Data Scientist,Communication,95,58
S0433,Data Scientist,Technical Skills,94,83
S0433,Data Scientist,Empathy,71,53
S0433,Writer,Technical Skills,77,68
S0433,Writer,Empathy,67,66
S0433,Writer,Problem Solving,60,53
S0433,Writer,Critical Thinking,79,39
S0433,Writer,Coding,97,58
S0433,Artist,Leadership,88,55
S0433,Artist,Teamwork,80,63
S0433,Artist,Coding,83,70
S0433,Artist,Empathy,96,94
S0433,Artist,Creativity,82,54
S0433,Engineer,Empathy,87,49
S0433,Engineer,Coding,71,58
S0433,Engineer,Leadership,75,39
S0433,Engineer,Creativity,81,66
S0433,Engineer,Teamwork,60,58
S0433,Lawyer,Communication,81,70
S0433,Lawyer,Technical Skills,100,77
S0433,Lawyer,Coding,85,72
S0433,Lawyer,Teamwork,89,58
S0433,Lawyer,Problem Solving,73,67
S0434,Pilot,Communication,93,62
S0434,Pilot,Technical Skills,62,55
S0434,Pilot,Empathy,74,68
S0434,Pilot,Research,67,63
S0434,Pilot,Leadership,88,66
S0434,Engineer,Teamwork,83,48
S0434,Engineer,Research,72,46
S0434,Engineer,Creativity,69,51
S0434,Engineer,Technical Skills,96,56
S0434,Engineer,Empathy,71,64
S0434,Entrepreneur,Technical Skills,79,60
S0434,Entrepreneur,Teamwork,74,39
S0434,Entrepreneur,Empathy,91,56
S0434,Entrepreneur,Creativity,90,86
S0434,Entrepreneur,Problem Solving,89,85
S0434,Artist,Creativity,92,55
S0434,Artist,Technical Skills,65,62
S0434,Artist,Empathy,82,65
S0434,Artist,Communication,94,83
S0434,Artist,Coding,81,54
S0434,Scientist,Communication,77,65
S0434,Scientist,Research,72,65
S0434,Scientist,Creativity,87,82
S0434,Scientist,Problem Solving,69,69
S0434,Scientist,Coding,98,59
S0435,Data Scientist,Communication,90,55
S0435,Data Scientist,Coding,78,69
S0435,Data Scientist,Leadership,90,60
S0435,Data Scientist,Technical Skills,81,75
S0435,Data Scientist,Problem Solving,80,66
S0435,Lawyer,Leadership,97,69
S0435,Lawyer,Research,82,80
S0435,Lawyer,Communication,84,60
S0435,Lawyer,Critical Thinking,99,62
S0435,Lawyer,Technical Skills,66,58
S0435,Scientist,Coding,96,79
S0435,Scientist,Technical Skills,78,73
S0435,Scientist,Leadership,86,68
S0435,Scientist,Problem Solving,96,81
S0435,Scientist,Communication,73,67
S0435,Artist,Teamwork,94,74
S0435,Artist,Empathy,79,78
S0435,Artist,Technical Skills,70,46
S0435,Artist,Creativity,68,62
S0435,Artist,Research,93,91
S0435,Teacher,Leadership,75,65
S0435,Teacher,Critical Thinking,74,51
S0435,Teacher,Creativity,67,32
S0435,Teacher,Empathy,80,70
S0435,Teacher,Research,69,31
S0436,Scientist,Teamwork,72,69
S0436,Scientist,Leadership,88,73
S0436,Scientist,Technical Skills,99,67
S0436,Scientist,Creativity,88,83
S0436,Scientist,Critical Thinking,78,46
S0436,Teacher,Problem Solving,61,61
S0436,Teacher,Technical Skills,89,71
S0436,Teacher,Empathy,81,53
S0436,Teacher,Communication,91,61
S0436,Teacher,Teamwork,78,71
S0436,Entrepreneur,Problem Solving,92,79
S0436,Entrepreneur,Leadership,66,41
S0436,Entrepreneur,Technical Skills,75,63
S0436,Entrepreneur,Coding,71,48
S0436,Entrepreneur,Critical Thinking,74,59
S0436,Artist,Leadership,82,53
S0436,Artist,Creativity,92,68
S0436,Artist,Critical Thinking,85,82
S0436,Artist,Communication,89,86
S0436,Artist,Coding,71,50
S0436,Writer,Critical Thinking,62,38
S0436,Writer,Research,96,74
S0436,Writer,Leadership,61,29
S0436,Writer,Creativity,83,74
S0436,Writer,Coding,87,82
S0437,Doctor,Critical Thinking,73,65
S0437,Doctor,Leadership,84,68
S0437,Doctor,Coding,91,74
S0437,Doctor,Communication,66,50
S0437,Doctor,Research,64,53
S0437,Scientist,Problem Solving,87,54
S0437,Scientist,Critical Thinking,78,46
S0437,Scientist,Empathy,73,53
S0437,Scientist,Teamwork,97,73
S0437,Scientist,Research,63,63
S0437,Writer,Critical Thinking,91,85
S0437,Writer,Teamwork,84,44
S0437,Writer,Communication,73,40
S0437,Writer,Empathy,95,88
S0437,Writer,Problem Solving,97,84
S0437,Entrepreneur,Empathy,66,34
S0437,Entrepreneur,Communication,97,61
S0437,Entrepreneur,Research,74,39
S0437,Entrepreneur,Critical Thinking,66,27
S0437,Entrepreneur,Problem Solving,94,64
S0437,Engineer,Empathy,60,54
S0437,Engineer,Communication,93,89
S0437,Engineer,Teamwork,89,66
S0437,Engineer,Creativity,89,63
S0437,Engineer,Coding,60,54
S0438,Scientist,Coding,80,72
S0438,Scientist,Critical Thinking,68,42
S0438,Scientist,Leadership,68,49
S0438,Scientist,Technical Skills,98,93
S0438,Scientist,Creativity,81,73
S0438,Teacher,Coding,85,58
S0438,Teacher,Creativity,81,76
S0438,Teacher,Communication,91,60
S0438,Teacher,Problem Solving,72,68
S0438,Teacher,Critical Thinking,73,68
S0438,Engineer,Empathy,67,52
S0438,Engineer,Research,80,72
S0438,Engineer,Problem Solving,91,64
S0438,Engineer,Coding,71,49
S0438,Engineer,Teamwork,81,42
S0438,Lawyer,Creativity,64,59
S0438,Lawyer,Research,93,85
S0438,Lawyer,Leadership,80,53
S0438,Lawyer,Technical Skills,87,47
S0438,Lawyer,Communication,81,74
S0438,Pilot,Leadership,90,84
S0438,Pilot,Creativity,81,65
S0438,Pilot,Teamwork,94,82
S0438,Pilot,Coding,86,75
S0438,Pilot,Research,94,89
S0439,Scientist,Creativity,61,49
S0439,Scientist,Problem Solving,72,54
S0439,Scientist,Teamwork,85,85
S0439,Scientist,Research,90,71
S0439,Scientist,Communication,97,71
S0439,Lawyer,Coding,78,51
