student_id,badge,date_awarded
S0621,Top Performer,2024-12-19
S0621,Subject Star,2025-02-28
S0622,Quiz Champion,2024-12-06
S0622,Top Performer,2025-01-14
S0622,Subject Star,2025-02-09
S0623,Subject Star,2025-04-01
S0623,Consistent Learner,2025-04-05
S0623,Top Performer,2025-04-11
S0623,Subject Star,2025-01-19
S0624,Quiz Champion,2025-05-15
S0624,Top Performer,2025-01-22
S0624,Subject Star,2025-04-14
S0624,Quiz Champion,2025-05-13
S0625,Improved Significantly,2025-03-22
S0625,Improved Significantly,2025-04-07
S0625,Quiz Champion,2025-03-24
S0625,Subject Star,2025-05-15
S0626,Top Performer,2024-12-21
S0626,Improved Significantly,2025-01-27
S0626,Subject Star,2025-01-09
S0627,Consistent Learner,2025-03-03
S0627,Quiz Champion,2025-04-26
S0627,Consistent Learner,2024-11-24
S0627,Consistent Learner,2024-12-13
S0628,Consistent Learner,2025-03-18
S0628,Improved Significantly,2025-03-06
S0628,Improved Significantly,2024-12-20
S0629,Consistent Learner,2025-03-15
S0630,Top Performer,2025-02-28
S0630,Consistent Learner,2025-02-01
S0630,Consistent Learner,2024-11-26
S0631,Top Performer,2025-04-04
S0632,Quiz Champion,2024-11-26
S0632,Top Performer,2024-11-27
S0632,Subject Star,2025-04-15
S0633,Top Performer,2025-02-15
S0633,Consistent Learner,2024-12-13
S0633,Subject Star,2025-02-25
S0634,Consistent Learner,2025-02-09
S0634,Consistent Learner,2025-01-08
S0635,Subject Star,2025-01-30
S0635,Improved Significantly,2025-03-31
S0635,Improved Significantly,2025-02-28
S0636,Consistent Learner,2024-12-20
S0637,Improved Significantly,2024-12-09
S0637,Improved Significantly,2025-05-19
S0637,Consistent Learner,2024-12-07
S0637,Improved Significantly,2025-02-25
S0638,Improved Significantly,2025-03-01
S0638,Top Performer,2024-12-20
S0639,Quiz Champion,2025-05-23
S0639,Quiz Champion,2025-01-26
S0639,Subject Star,2024-12-23
S0639,Top Performer,2025-01-25
S0640,Subject Star,2025-02-21
S0641,Improved Significantly,2025-03-29
S0641,Top Performer,2025-05-12
S0641,Quiz Champion,2024-12-13
S0641,Quiz Champion,2024-11-25
S0642,Top Performer,2024-12-23
S0642,Subject Star,2024-12-01
S0643,Improved Significantly,2025-02-02
S0643,Improved Significantly,2025-01-28
S0643,Subject Star,2025-05-11
S0644,Top Performer,2025-02-21
S0644,Quiz Champion,2025-02-18
S0644,Consistent Learner,2025-02-27
S0645,Quiz Champion,2024-12-08
S0645,Top Performer,2025-01-12
S0645,Top Performer,2024-12-02
S0645,Quiz Champion,2025-03-08
S0646,Consistent Learner,2025-03-21
S0646,Improved Significantly,2025-03-28
S0646,Quiz Champion,2025-05-02
S0647,Consistent Learner,2025-02-26
S0648,Top Performer,2025-02-11
S0649,Quiz Champion,2024-12-23
S0649,Top Performer,2025-01-16
S0649,Subject Star,2025-05-13
S0649,Consistent Learner,2025-04-15
S0650,Subject Star,2025-03-19
S0650,Consistent Learner,2024-12-26
S0650,Improved Significantly,2025-02-05
S0651,Subject Star,2025-03-11
S0651,Improved Significantly,2025-01-05
S0652,Improved Significantly,2025-02-21
S0652,Subject Star,2025-01-07
S0652,Subject Star,2025-05-14
S0653,Consistent Learner,2025-05-17
S0653,Quiz Champion,2025-04-15
S0653,Top Performer,2025-05-03
S0654,Quiz Champion,2024-11-28
S0654,Subject Star,2024-11-24
S0655,Subject Star,2025-04-07
S0655,Quiz Champion,2025-02-14
S0656,Subject Star,2024-12-05
S0656,Improved Significantly,2025-02-01
S0657,Subject Star,2024-12-31
S0657,Consistent Learner,2024-12-21
S0658,Quiz Champion,2025-01-27
S0659,Quiz Champion,2025-04-23
S0659,Top Performer,2025-01-07
S0660,Improved Significantly,2025-02-21
S0661,Improved Significantly,2025-04-26
S0661,Top Performer,2025-01-07
S0662,Top Performer,2025-02-24
S0663,Subject Star,2024-12-02
S0663,Consistent Learner,2025-05-23
S0663,Quiz Champion,2025-02-13
S0664,Improved Significantly,2025-02-05
S0665,Subject Star,2025-03-02
S0665,Improved Significantly,2024-12-09
S0665,Quiz Champion,2025-05-12
S0665,Subject Star,2025-02-12
S0666,Top Performer,2025-03-07
S0666,Top Performer,2025-02-17
S0666,Improved Significantly,2025-04-05
S0667,Subject Star,2025-01-25
S0667,Top Performer,2025-04-17
S0667,Consistent Learner,2025-01-13
S0667,Quiz Champion,2025-01-19
S0668,Improved Significantly,2024-12-31
S0668,Consistent Learner,2025-03-11
S0668,Quiz Champion,2025-01-14
S0669,Improved Significantly,2025-01-09
S0670,Quiz Champion,2025-05-22
S0670,Subject Star,2025-02-04
S0671,Top Performer,2025-03-16
S0671,Improved Significantly,2025-02-04
S0672,Top Performer,2025-02-09
S0673,Improved Significantly,2025-01-15
S0673,Consistent Learner,2025-05-23
S0674,Quiz Champion,2025-02-16
S0674,Top Performer,2024-12-17
S0675,Top Performer,2025-02-10
S0675,Subject Star,2025-05-03
S0675,Quiz Champion,2025-04-30
S0676,Subject Star,2025-03-27
S0676,Quiz Champion,2025-03-23
S0676,Consistent Learner,2025-02-19
S0676,Top Performer,2025-01-23
S0677,Subject Star,2024-12-08
S0677,Consistent Learner,2025-01-09
S0678,Quiz Champion,2025-05-14
S0678,Quiz Champion,2025-05-06
S0679,Subject Star,2025-01-27
S0680,Quiz Champion,2024-12-06
S0680,Subject Star,2025-02-14
S0680,Top Performer,2024-12-11
S0681,Quiz Champion,2025-02-04
S0681,Subject Star,2025-01-05
S0681,Improved Significantly,2025-03-19
S0681,Subject Star,2025-05-12
S0682,Subject Star,2025-02-02
S0682,Improved Significantly,2025-02-28
S0682,Improved Significantly,2025-01-23
S0682,Top Performer,2025-01-17
S0683,Improved Significantly,2025-05-15
S0683,Quiz Champion,2024-11-24
S0684,Top Performer,2025-02-08
S0685,Improved Significantly,2025-05-19
S0685,Consistent Learner,2025-03-26
S0685,Quiz Champion,2025-01-14
S0686,Top Performer,2024-12-08
S0686,Consistent Learner,2025-04-11
S0687,Improved Significantly,2025-05-19
S0687,Subject Star,2025-02-02
S0688,Top Performer,2025-01-26
S0688,Quiz Champion,2024-12-05
S0688,Improved Significantly,2024-12-02
S0689,Consistent Learner,2024-12-26
S0690,Quiz Champion,2025-05-21
S0691,Improved Significantly,2024-12-17
S0691,Subject Star,2025-03-10
S0692,Improved Significantly,2024-12-18
S0692,Quiz Champion,2025-04-03
S0693,Improved Significantly,2025-01-07
S0693,Consistent Learner,2025-02-21
S0693,Consistent Learner,2025-01-04
S0694,Subject Star,2025-05-06
S0694,Subject Star,2025-04-03
S0695,Subject Star,2025-05-16
S0695,Consistent Learner,2025-03-24
S0695,Quiz Champion,2025-05-04
S0696,Top Performer,2025-04-28
S0696,Quiz Champion,2024-12-04
S0696,Improved Significantly,2025-05-14
S0696,Top Performer,2025-05-18
S0697,Consistent Learner,2025-05-18
S0697,Subject Star,2025-04-08
S0697,Top Performer,2025-05-14
S0697,Top Performer,2024-11-25
S0698,Quiz Champion,2025-02-05
S0698,Quiz Champion,2025-05-13
S0699,Quiz Champion,2025-01-13
S0699,Improved Significantly,2025-05-05
S0699,Top Performer,2025-01-09
S0700,Consistent Learner,2025-03-27
S0700,Top Performer,2025-05-19
S0700,Top Performer,2025-05-04
S0700,Top Performer,2024-12-18
S0701,Improved Significantly,2025-02-10
S0701,Subject Star,2025-03-09
S0701,Subject Star,2025-03-18
S0702,Subject Star,2025-03-04
S0702,Top Performer,2025-03-02
S0702,Quiz Champion,2025-05-25
S0703,Quiz Champion,2025-02-04
S0703,Subject Star,2025-05-06
S0704,Consistent Learner,2024-12-10
S0704,Quiz Champion,2025-02-12
S0705,Quiz Champion,2025-04-07
S0705,Top Performer,2024-12-26
S0706,Improved Significantly,2024-12-18
S0707,Top Performer,2025-05-06
S0707,Subject Star,2025-04-10
S0707,Quiz Champion,2025-01-31
S0707,Top Performer,2024-12-04
S0708,Improved Significantly,2025-03-23
S0709,Subject Star,2025-02-01
S0709,Quiz Champion,2025-03-13
S0710,Top Performer,2025-03-24
S0710,Top Performer,2025-02-27
S0710,Subject Star,2025-05-12
S0711,Consistent Learner,2025-03-05
S0711,Consistent Learner,2024-12-08
S0711,Top Performer,2025-05-20
S0712,Top Performer,2025-01-30
S0712,Consistent Learner,2025-05-14
S0713,Improved Significantly,2024-11-27
S0713,Top Performer,2024-12-16
S0713,Improved Significantly,2025-04-26
S0713,Improved Significantly,2025-05-20
S0714,Quiz Champion,2025-03-17
S0715,Improved Significantly,2025-04-08
S0715,Top Performer,2025-02-08
S0715,Consistent Learner,2025-02-06
S0716,Improved Significantly,2025-04-19
S0716,Improved Significantly,2025-01-01
S0716,Quiz Champion,2025-01-16
S0716,Improved Significantly,2025-05-05
S0717,Improved Significantly,2025-05-24
S0717,Quiz Champion,2025-05-10
S0717,Improved Significantly,2025-04-25
S0717,Subject Star,2025-03-26
S0718,Quiz Champion,2025-02-24
S0719,Consistent Learner,2025-05-05
S0719,Subject Star,2025-03-09
S0719,Top Performer,2025-05-23
S0720,Quiz Champion,2025-04-15
S0720,Top Performer,2025-04-15
S0720,Quiz Champion,2025-05-16
S0720,Improved Significantly,2025-04-24
S0721,Top Performer,2025-03-19
S0722,Consistent Learner,2025-01-18
S0722,Improved Significantly,2025-01-19
S0722,Consistent Learner,2025-02-15
S0723,Top Performer,2025-01-02
S0723,Top Performer,2025-04-20
S0724,Top Performer,2025-03-13
S0724,Improved Significantly,2025-03-27
S0724,Top Performer,2024-12-13
S0724,Improved Significantly,2025-03-23
S0725,Subject Star,2025-03-21
S0726,Improved Significantly,2025-02-08
S0726,Quiz Champion,2025-03-17
S0727,Top Performer,2025-04-25
S0728,Top Performer,2025-04-08
S0729,Quiz Champion,2024-11-28
S0729,Subject Star,2025-03-29
S0729,Quiz Champion,2025-04-02
S0729,Quiz Champion,2024-11-24
S0730,Improved Significantly,2025-03-02
S0730,Consistent Learner,2025-01-05
S0730,Consistent Learner,2025-03-18
S0730,Subject Star,2024-12-28
S0731,Top Performer,2025-03-15
S0731,Top Performer,2025-02-13
S0731,Improved Significantly,2025-02-11
S0732,Quiz Champion,2025-05-03
S0732,Subject Star,2025-04-10
S0732,Quiz Champion,2024-12-21
S0732,Top Performer,2025-05-15
S0733,Improved Significantly,2025-04-24
S0733,Top Performer,2025-03-19
S0733,Subject Star,2025-05-02
S0733,Improved Significantly,2024-11-24
S0734,Subject Star,2025-03-18
S0734,Quiz Champion,2025-05-09
S0734,Consistent Learner,2025-03-25
S0735,Consistent Learner,2025-01-24
S0735,Subject Star,2025-03-03
S0735,Subject Star,2025-02-11
S0736,Subject Star,2025-04-07
S0736,Improved Significantly,2024-12-10
S0736,Quiz Champion,2025-02-03
S0737,Improved Significantly,2025-04-11
S0738,Top Performer,2025-01-11
S0738,Top Performer,2025-03-09
S0738,Subject Star,2025-04-20
S0738,Consistent Learner,2025-04-21
S0739,Subject Star,2025-01-01
S0740,Subject Star,2024-11-29
S0740,Consistent Learner,2025-01-22
S0741,Subject Star,2025-02-21
S0741,Consistent Learner,2025-02-27
S0742,Improved Significantly,2025-03-13
S0742,Top Performer,2025-02-22
S0742,Improved Significantly,2025-05-07
S0743,Consistent Learner,2024-12-06
S0744,Subject Star,2024-12-02
S0744,Top Performer,2025-02-07
S0744,Improved Significantly,2025-01-11
S0744,Consistent Learner,2025-03-03
S0745,Subject Star,2024-12-31
S0745,Consistent Learner,2025-01-21
S0745,Improved Significantly,2025-02-06
S0745,Quiz Champion,2024-12-27
S0746,Subject Star,2025-01-31
S0746,Top Performer,2025-03-08
S0746,Improved Significantly,2025-02-03
S0746,Top Performer,2025-02-01
S0747,Improved Significantly,2024-12-11
S0747,Improved Significantly,2025-04-22
S0748,Subject Star,2025-03-10
S0748,Subject Star,2025-04-16
S0748,Consistent Learner,2024-12-21
S0748,Consistent Learner,2025-02-12
S0749,Consistent Learner,2025-01-26
S0749,Quiz Champion,2025-04-27
S0749,Subject Star,2025-03-09
S0749,Subject Star,2025-02-08
S0750,Subject Star,2025-02-07
S0750,Quiz Champion,2025-02-28
S0751,Top Performer,2025-04-30
S0752,Quiz Champion,2024-11-30
S0752,Improved Significantly,2024-11-30
S0752,Subject Star,2025-01-04
S0752,Quiz Champion,2025-04-14
S0753,Top Performer,2025-05-20
S0754,Quiz Champion,2025-02-20
S0754,Quiz Champion,2025-01-27
S0755,Improved Significantly,2025-02-02
S0755,Top Performer,2024-12-07
S0755,Improved Significantly,2024-12-18
S0756,Quiz Champion,2025-02-14
S0757,Top Performer,2025-03-15
S0757,Improved Significantly,2025-03-10
S0758,Quiz Champion,2024-12-20
S0758,Improved Significantly,2025-01-17
S0758,Subject Star,2025-01-15
S0758,Top Performer,2025-01-09
S0759,Improved Significantly,2024-12-27
S0759,Quiz Champion,2025-05-17
S0760,Subject Star,2025-05-13
S0760,Quiz Champion,2025-03-23
S0760,Subject Star,2025-03-21
S0761,Top Performer,2025-02-24
S0761,Consistent Learner,2025-02-05
S0761,Consistent Learner,2025-02-12
S0761,Consistent Learner,2025-01-06
S0762,Top Performer,2024-11-28
S0762,Subject Star,2025-02-12
S0762,Quiz Champion,2025-02-06
S0763,Subject Star,2025-05-20
S0763,Subject Star,2025-02-01
S0763,Top Performer,2025-05-02
S0764,Top Performer,2025-04-03
S0764,Subject Star,2025-05-08
S0764,Consistent Learner,2025-04-01
S0765,Quiz Champion,2025-02-25
S0765,Subject Star,2025-03-24
S0765,Quiz Champion,2025-05-20
S0766,Improved Significantly,2025-03-19
S0766,Improved Significantly,2025-03-28
S0767,Top Performer,2025-04-05
S0768,Quiz Champion,2025-02-05
S0768,Improved Significantly,2025-04-22
S0768,Improved Significantly,2025-04-13
S0769,Improved Significantly,2025-01-21
S0769,Improved Significantly,2024-11-24
S0770,Subject Star,2025-05-23
S0771,Consistent Learner,2025-03-08
S0771,Subject Star,2025-04-07
S0771,Consistent Learner,2025-04-26
S0771,Quiz Champion,2025-03-27
S0772,Top Performer,2024-12-14
S0773,Subject Star,2025-04-19
S0773,Subject Star,2025-03-15
S0773,Top Performer,2025-02-11
S0774,Quiz Champion,2024-12-26
S0774,Quiz Champion,2025-05-22
S0775,Quiz Champion,2025-01-29
S0776,Consistent Learner,2025-01-21
S0776,Improved Significantly,2025-03-13
S0776,Improved Significantly,2025-05-12
S0776,Subject Star,2024-12-06
S0777,Consistent Learner,2025-02-19
S0777,Consistent Learner,2025-01-20
S0777,Subject Star,2025-02-04
S0777,Quiz Champion,2024-12-15
S0778,Top Performer,2024-12-08
S0779,Consistent Learner,2025-03-01
S0779,Subject Star,2025-05-12
S0779,Subject Star,2025-01-11
S0779,Improved Significantly,2025-01-30
S0780,Quiz Champion,2025-05-21
S0781,Top Performer,2025-02-03
S0781,Top Performer,2025-02-16
S0781,Improved Significantly,2025-04-11
S0781,Consistent Learner,2025-04-03
S0782,Quiz Champion,2025-02-03
S0782,Subject Star,2025-03-14
S0782,Subject Star,2025-04-19
S0783,Quiz Champion,2025-02-23
S0783,Top Performer,2025-01-10
S0783,Consistent Learner,2024-12-10
S0783,Improved Significantly,2024-12-25
S0784,Top Performer,2025-01-07
S0785,Top Performer,2025-04-06
S0785,Consistent Learner,2025-02-05
S0785,Top Performer,2024-12-07
S0786,Top Performer,2025-03-30
S0786,Top Performer,2025-02-27
S0786,Improved Significantly,2025-03-11
S0787,Improved Significantly,2025-03-31
S0787,Top Performer,2025-03-02
S0787,Subject Star,2025-05-07
S0787,Improved Significantly,2025-04-28
S0788,Consistent Learner,2025-01-05
S0789,Top Performer,2025-05-04
S0790,Improved Significantly,2025-04-25
S0790,Improved Significantly,2025-03-30
S0790,Quiz Champion,2024-12-17
S0790,Subject Star,2024-12-31
S0791,Top Performer,2025-03-19
S0791,Subject Star,2025-03-02
S0791,Improved Significantly,2024-12-01
S0792,Consistent Learner,2025-02-03
S0792,Top Performer,2025-04-14
S0793,Subject Star,2025-03-30
S0793,Subject Star,2025-02-23
S0793,Quiz Champion,2024-12-03
S0793,Top Performer,2025-03-03
S0794,Subject Star,2025-04-21
S0794,Top Performer,2025-01-21
S0794,Improved Significantly,2025-02-04
S0795,Top Performer,2025-03-06
S0795,Subject Star,2025-01-14
S0796,Subject Star,2025-05-23
S0796,Improved Significantly,2025-03-13
S0796,Quiz Champion,2025-04-10
S0796,Quiz Champion,2025-04-14
S0797,Subject Star,2025-04-30
S0797,Top Performer,2025-05-22
S0797,Improved Significantly,2025-02-10
S0797,Consistent Learner,2024-11-24
S0798,Subject Star,2025-04-21
S0799,Improved Significantly,2025-05-11
S0799,Quiz Champion,2025-03-23
S0800,Improved Significantly,2025-04-14
S0800,Consistent Learner,2025-02-03
S0800,Subject Star,2025-03-10
S0800,Consistent Learner,2025-02-28
S0801,Quiz Champion,2025-04-04
S0801,Subject Star,2024-12-17
S0801,Consistent Learner,2025-05-08
S0802,Consistent Learner,2025-03-15
S0802,Subject Star,2025-02-21
S0803,Top Performer,2024-12-09
S0803,Improved Significantly,2025-02-25
S0803,Quiz Champion,2025-04-14
S0803,Quiz Champion,2024-12-07
S0804,Quiz Champion,2025-03-27
S0804,Quiz Champion,2025-04-18
S0804,Consistent Learner,2025-01-06
S0805,Top Performer,2024-12-02
S0805,Quiz Champion,2024-12-03
S0806,Subject Star,2025-01-31
S0806,Subject Star,2025-04-06
S0806,Top Performer,2024-11-30
S0807,Improved Significantly,2025-01-29
S0807,Subject Star,2024-12-30
S0808,Subject Star,2025-02-02
S0809,Improved Significantly,2025-01-17
S0809,Improved Significantly,2025-03-01
S0810,Subject Star,2025-04-07
S0810,Subject Star,2025-04-16
S0810,Quiz Champion,2025-05-17
S0811,Top Performer,2025-01-16
S0811,Consistent Learner,2024-11-25
S0811,Top Performer,2025-03-18
S0812,Subject Star,2025-03-29
S0812,Consistent Learner,2025-01-31
S0812,Improved Significantly,2025-03-27
S0813,Subject Star,2025-01-24
S0813,Top Performer,2025-01-24
S0813,Improved Significantly,2025-03-20
S0813,Consistent Learner,2025-02-14
S0814,Consistent Learner,2024-12-06
S0814,Top Performer,2025-04-15
S0814,Subject Star,2025-05-03
S0814,Quiz Champion,2025-01-15
S0815,Quiz Champion,2025-03-07
S0815,Top Performer,2025-04-25
S0816,Top Performer,2025-05-19
S0816,Consistent Learner,2025-03-20
S0816,Improved Significantly,2025-05-17
S0816,Consistent Learner,2025-02-09
S0817,Subject Star,2025-03-12
S0817,Subject Star,2025-03-05
S0817,Consistent Learner,2024-12-27
S0817,Consistent Learner,2025-05-20
S0818,Top Performer,2025-03-22
S0818,Quiz Champion,2025-01-02
S0818,Quiz Champion,2025-04-25
S0818,Improved Significantly,2025-05-09
S0819,Top Performer,2025-05-11
S0820,Quiz Champion,2024-12-01
S0821,Quiz Champion,2025-03-23
S0821,Subject Star,2025-01-03
S0822,Improved Significantly,2025-04-23
S0822,Consistent Learner,2025-05-06
S0822,Top Performer,2025-03-28
S0822,Improved Significantly,2025-03-19
S0823,Improved Significantly,2024-12-02
S0823,Top Performer,2025-04-14
S0823,Top Performer,2025-02-20
S0823,Subject Star,2025-02-08
S0824,Improved Significantly,2025-05-20
S0824,Consistent Learner,2024-12-24
S0825,Improved Significantly,2024-12-19
S0825,Consistent Learner,2025-05-11
S0825,Consistent Learner,2025-02-04
S0825,Subject Star,2025-03-25
S0826,Top Performer,2025-02-05
S0827,Quiz Champion,2025-05-20
S0827,Top Performer,2025-01-07
S0827,Subject Star,2025-01-17
S0827,Consistent Learner,2025-01-26
S0828,Top Performer,2025-01-01
S0828,Improved Significantly,2025-01-27
S0828,Quiz Champion,2025-04-12
S0828,Top Performer,2025-03-05
S0829,Improved Significantly,2025-01-08
S0829,Improved Significantly,2025-05-05
S0829,Top Performer,2025-04-15
S0829,Quiz Champion,2025-05-19
S0830,Quiz Champion,2025-02-08
S0830,Improved Significantly,2025-02-04
S0831,Improved Significantly,2025-05-23
S0831,Quiz Champion,2025-04-06
S0831,Quiz Champion,2024-12-25
S0831,Quiz Champion,2025-02-26
S0832,Subject Star,2025-01-06
S0832,Quiz Champion,2024-12-10
S0833,Subject Star,2025-04-29
S0833,Subject Star,2025-04-08
S0833,Improved Significantly,2025-03-30
S0833,Subject Star,2025-04-18
S0834,Top Performer,2025-05-04
S0834,Consistent Learner,2024-12-10
S0835,Quiz Champion,2025-02-25
S0836,Subject Star,2024-12-20
S0836,Improved Significantly,2025-04-11
S0836,Subject Star,2025-03-15
S0836,Quiz Champion,2024-12-31
S0837,Subject Star,2025-01-15
S0837,Consistent Learner,2024-12-03
S0837,Consistent Learner,2025-03-28
S0838,Consistent Learner,2024-12-04
S0839,Improved Significantly,2025-05-08
S0839,Quiz Champion,2025-05-24
S0839,Quiz Champion,2025-03-16
S0839,Top Performer,2025-02-11
S0840,Subject Star,2025-03-21
S0841,Top Performer,2024-12-20
S0842,Top Performer,2025-03-31
S0842,Subject Star,2025-03-01
S0843,Quiz Champion,2025-01-18
S0843,Top Performer,2025-01-13
S0843,Consistent Learner,2025-03-17
S0843,Top Performer,2025-05-13
S0844,Consistent Learner,2024-12-01
S0844,Improved Significantly,2025-02-06
S0844,Quiz Champion,2025-01-12
S0845,Top Performer,2025-04-24
S0845,Consistent Learner,2025-04-15
S0845,Quiz Champion,2025-02-23
S0845,Subject Star,2025-04-04
S0846,Top Performer,2024-12-04
S0847,Quiz Champion,2025-05-06
S0847,Consistent Learner,2025-01-07
S0848,Quiz Champion,2025-04-20
S0848,Consistent Learner,2024-12-25
S0848,Improved Significantly,2025-04-27
S0849,Improved Significantly,2025-02-24
S0849,Subject Star,2024-11-29
S0849,Quiz Champion,2025-04-06
S0850,Top Performer,2025-05-22
S0850,Top Performer,2025-04-18
S0851,Subject Star,2024-12-18
S0851,Consistent Learner,2025-04-20
S0852,Consistent Learner,2025-05-03
S0853,Subject Star,2024-11-25
S0853,Subject Star,2025-05-06
S0854,Top Performer,2024-12-16
S0854,Top Performer,2025-03-15
S0854,Top Performer,2025-03-10
S0854,Consistent Learner,2025-01-02
S0855,Top Performer,2025-05-15
S0855,Quiz Champion,2025-04-27
S0855,Improved Significantly,2024-12-09
S0855,Subject Star,2025-04-08
S0856,Improved Significantly,2025-02-24
S0856,Quiz Champion,2024-12-10
S0856,Quiz Champion,2025-05-01
S0856,Subject Star,2025-02-26
S0857,Subject Star,2025-01-02
S0857,Quiz Champion,2025-05-14
S0857,Consistent Learner,2025-03-10
S0858,Top Performer,2025-04-17
S0858,Top Performer,2025-02-09
S0858,Improved Significantly,2025-04-18
S0858,Subject Star,2025-03-09
S0859,Consistent Learner,2025-04-18
S0859,Quiz Champion,2025-04-05
S0859,Quiz Champion,2025-02-28
S0860,Quiz Champion,2024-12-30
S0860,Quiz Champion,2025-04-29
S0861,Subject Star,2025-02-14
S0861,Top Performer,2025-02-22
S0861,Subject Star,2025-05-14
S0862,Quiz Champion,2025-04-24
S0862,Consistent Learner,2025-02-28
S0862,Improved Significantly,2024-12-11
S0863,Top Performer,2024-12-01
S0863,Top Performer,2025-03-20
S0864,Consistent Learner,2025-01-28
S0864,Improved Significantly,2025-05-16
S0864,Consistent Learner,2025-01-11
S0865,Subject Star,2025-04-19
S0866,Top Performer,2025-04-11
S0866,Top Performer,2025-04-22
S0866,Top Performer,2025-01-16
S0866,Top Performer,2025-05-14
S0867,Consistent Learner,2025-04-29
S0868,Consistent Learner,2025-04-08
S0868,Quiz Champion,2025-05-03
S0869,Quiz Champion,2025-01-12
S0869,Top Performer,2025-03-26
S0869,Subject Star,2024-12-17
S0869,Improved Significantly,2024-12-21
S0870,Top Performer,2025-04-17
S0871,Improved Significantly,2025-03-18
S0871,Top Performer,2025-05-14
S0872,Top Performer,2025-01-29
S0872,Top Performer,2025-02-20
S0872,Top Performer,2025-05-22
S0873,Top Performer,2025-05-11
S0874,Quiz Champion,2025-05-10
S0874,Improved Significantly,2025-04-26
S0874,Quiz Champion,2025-02-08
S0874,Subject Star,2025-03-24
S0875,Subject Star,2025-03-14
S0875,Consistent Learner,2025-02-13
S0876,Top Performer,2024-12-19
S0876,Consistent Learner,2025-04-03
S0876,Quiz Champion,2024-12-23
S0876,Quiz Champion,2025-01-04
S0877,Quiz Champion,2024-12-26
S0877,Improved Significantly,2025-04-24
S0877,Improved Significantly,2024-12-02
S0877,Quiz Champion,2025-04-02
S0878,Subject Star,2025-02-23
S0878,Improved Significantly,2024-11-26
S0878,Consistent Learner,2025-04-21
S0878,Subject Star,2024-12-29
S0879,Improved Significantly,2025-04-13
S0880,Quiz Champion,2025-04-12
S0880,Quiz Champion,2025-02-17
S0880,Top Performer,2025-05-10
S0881,Top Performer,2025-01-21
S0882,Subject Star,2025-03-25
S0882,Top Performer,2025-05-10
S0883,Subject Star,2025-03-29
S0884,Improved Significantly,2025-04-11
S0884,Quiz Champion,2025-02-12
S0884,Top Performer,2024-12-03
S0885,Top Performer,2025-02-15
S0885,Subject Star,2025-01-20
S0885,Subject Star,2025-01-15
S0886,Subject Star,2025-03-20
S0887,Improved Significantly,2024-11-27
S0887,Quiz Champion,2024-11-28
S0888,Improved Significantly,2025-04-20
S0888,Consistent Learner,2025-01-05
S0889,Top Performer,2025-03-17
S0889,Quiz Champion,2025-03-08
S0889,Subject Star,2025-05-21
S0889,Top Performer,2025-01-16
S0890,Improved Significantly,2025-02-24
S0891,Quiz Champion,2025-02-09
S0891,Consistent Learner,2025-02-14
S0891,Improved Significantly,2025-03-07
S0891,Top Performer,2025-02-23
S0892,Consistent Learner,2025-04-22
S0892,Subject Star,2025-02-10
S0893,Quiz Champion,2025-02-05
S0893,Top Performer,2025-05-01
S0893,Subject Star,2024-11-29
S0894,Consistent Learner,2025-01-09
S0895,Improved Significantly,2025-01-31
S0895,Improved Significantly,2024-12-28
S0895,Top Performer,2025-03-25
S0896,Subject Star,2025-04-14
S0897,Improved Significantly,2025-05-12
S0897,Improved Significantly,2024-12-31
S0897,Top Performer,2025-01-27
S0897,Subject Star,2025-03-22
S0898,Top Performer,2025-03-26
S0899,Consistent Learner,2025-01-21
S0899,Improved Significantly,2024-12-12
S0899,Consistent Learner,2024-12-31
S0899,Top Performer,2025-03-04
S0900,Subject Star,2025-03-11
S0900,Consistent Learner,2025-03-12
S0900,Improved Significantly,2025-04-13
S0900,Quiz Champion,2025-04-18
S0901,Top Performer,2025-04-23
S0901,Improved Significantly,2025-04-03
S0901,Improved Significantly,2025-01-04
S0902,Subject Star,2024-12-07
S0902,Improved Significantly,2025-01-22
S0903,Quiz Champion,2025-01-13
S0903,Consistent Learner,2025-02-28
S0904,Subject Star,2025-05-18
S0904,Consistent Learner,2025-03-07
S0905,Consistent Learner,2025-01-21
S0906,Quiz Champion,2025-01-30
S0906,Improved Significantly,2025-02-04
S0907,Consistent Learner,2025-04-19
S0907,Quiz Champion,2024-11-26
S0907,Consistent Learner,2025-01-28
S0907,Improved Significantly,2025-04-04
S0908,Improved Significantly,2024-12-15
S0908,Top Performer,2025-05-02
S0908,Top Performer,2025-03-18
S0909,Improved Significantly,2024-12-05
S0910,Quiz Champion,2025-04-01
S0911,Subject Star,2025-05-18
S0911,Improved Significantly,2025-02-28
S0911,Subject Star,2025-05-25
S0911,Consistent Learner,2025-05-21
S0912,Improved Significantly,2024-12-13
S0912,Top Performer,2025-04-16
S0913,Consistent Learner,2025-02-11
S0913,Top Performer,2024-11-30
S0913,Improved Significantly,2024-12-05
S0914,Consistent Learner,2025-02-18
S0914,Improved Significantly,2025-05-10
S0915,Quiz Champion,2025-01-15
S0915,Consistent Learner,2024-11-25
S0915,Top Performer,2025-04-13
S0915,Quiz Champion,2025-01-11
S0916,Subject Star,2025-01-09
S0916,Consistent Learner,2025-03-26
S0917,Top Performer,2025-01-15
S0917,Subject Star,2024-11-30
S0917,Quiz Champion,2024-12-24
S0918,Consistent Learner,2025-02-21
